GeneID,GrupoA_1,GrupoA_2,GrupoA_3,GrupoB_1,GrupoB_2,GrupoB_3,GrupoB_4
643837,209,460,323,1131,188,402,248
148398,190,183,237,288,120,158,145
26155,2150,2841,3640,2115,1826,2126,2515
339451,112,234,521,623,185,256,241
57801,591,231,175,40,78,103,1139
9636,6732,232,738,375,222,268,549
375790,7025,13310,11228,2814,3563,10828,5097
100288175,41,10,163,1,12,7,13
54991,217,389,442,428,243,233,343
51150,3779,9143,8550,11818,3231,4795,5802
126792,886,2526,1732,1734,501,1568,1512
118424,1390,2163,3027,3018,1099,1488,2070
6339,56,51,79,100,20,127,57
116983,694,1303,1726,2145,1246,2979,2540
126789,299,427,546,618,294,398,393
54973,1283,2294,3047,2422,1210,1283,1595
80772,502,1162,1148,1218,409,746,591
83756,14,20,20,43,12,23,18
1855,1140,2172,2012,3262,1295,1667,1636
54587,1236,125,106,1547,134,175,125
54998,2075,3144,3100,2906,1325,1681,3586
81669,1404,3098,3665,6177,1740,3850,1155
148413,499,673,1189,1099,452,554,742
55052,1320,2377,3141,2118,1256,1614,2589
64856,38,347,3809,1044,211,413,486
219293,101,128,126,130,62,77,101
83858,1017,1109,765,892,489,680,730
55210,1427,2316,2251,1961,1067,1249,1761
339453,15,97,190,240,44,65,39
29101,2550,5038,3412,3639,1390,2380,4838
142678,843,1734,1343,2081,718,1700,1233
8510,37,57,66,87,21,47,39
984,1314,2050,2308,2709,998,1260,1815
728661,1914,3828,2726,4713,1329,2901,1483
728642,898,1223,1529,1981,541,882,1229
65220,1338,2059,4128,3160,1927,1854,2107
2782,17120,19096,31961,38756,14478,21992,29858
105378949,13,19,37,12,11,16,45
5590,83,500,691,206,86,267,384
100506504,5,26,39,7,1,42,25
199990,1090,1745,2267,2346,861,1208,1783
6497,1803,4665,5090,7980,1583,4823,3887
79906,88,120,122,128,53,123,147
100129534,29,53,32,29,7,91,29
11079,3317,4018,5670,7110,1936,3776,4440
5192,899,1766,1888,2117,557,1737,2268
9651,36,32,6,11,3,11,20
55229,438,768,992,2110,769,906,787
388585,372,1,142,0,250,24,1108
8764,125,140,819,639,185,308,174
127281,510,1032,1944,1136,763,937,1842
79258,44,106,223,144,76,84,175
100287898,7,10,12,14,11,23,7
127262,1243,883,1133,1042,575,418,937
49856,330,471,783,1050,425,439,587
7161,37,521,236,386,220,396,242
57212,625,1058,1607,1821,528,1009,1407
57470,1082,1731,2713,3147,1199,1409,1595
9731,1040,1302,2007,1915,632,1048,1069
1677,97,162,365,434,146,214,215
339448,534,395,790,846,401,357,549
261734,386,260,745,428,348,304,342
8514,135,188,205,335,391,143,525
6146,6208,5559,7290,2720,4609,4584,7888
388591,21,27,94,11,59,23,24
23463,2626,5270,7240,2307,2609,3436,4525
387509,156,1526,1162,1,637,1752,841
11332,1374,4136,6714,1238,1651,2194,4542
83715,11,12,3936,71,20,15,13
8718,37,19,246,217,162,56,25
57449,332,235,1416,1947,870,259,394
79707,641,775,1613,651,516,940,619
3104,317,423,536,297,269,397,371
9903,825,1730,3493,857,394,1141,630
148479,602,1076,1598,1020,1134,837,1170
90326,628,832,1234,742,569,721,670
55735,1287,2027,2485,1322,1202,1675,1469
23261,863,1548,2424,790,1124,1251,1798
9341,3802,6158,7309,4414,2955,3253,4461
8863,469,1439,1498,1223,1606,1189,1355
11315,5866,7084,10330,4097,5023,5668,11347
54206,3209,2789,10638,12284,1722,2471,3018
50651,36,325,209,245,72,233,267
473,3346,5024,7185,4274,2106,6275,5043
2023,31835,50610,78597,55707,34673,35609,43983
80045,55,93,144,89,125,95,0
106614088,4,100,270,100,40,355,0
102724571,0,142,44,13,5,92,0
9563,1483,2573,1613,3238,771,1766,1301
80176,619,352,415,445,82,102,113
100506022,32,100,44,72,43,81,40
84275,589,696,638,2,568,663,3
199953,507,1930,1825,649,749,1375,823
5293,1060,1362,1721,109,95,129,329
101929074,78,120,118,3,21,12,362
22883,4534,20957,17027,8755,4627,9042,7320
56998,1251,8989,12493,1548,1172,2274,2871
84328,1963,2749,3619,1657,1864,2816,3403
64802,518,817,814,447,520,571,635
116362,6,53,34,1,24,1,276
10277,1435,3540,2975,1991,1448,1389,1966
23095,2595,8076,7203,7552,5349,9861,12100
5226,4679,7650,9142,5680,14084,6959,12856
100526739,216,263,474,129,220,225,383
378708,289,391,678,195,317,281,562
1325,15,26,24,6,15,32,30
1676,2037,3063,3605,1930,1950,2397,2814
5195,491,843,1230,592,496,596,805
54897,128,293,241,68,538,356,891
23435,4444,5656,6958,6356,3523,5158,6105
10747,31,27,90,27,47,74,26
6723,4073,5355,5418,1521,5730,3680,3158
5394,1995,3132,3544,3161,3343,2332,2800
105376736,19,30,64,38,32,34,36
2475,1982,5461,5239,7404,3382,3122,2936
100873935,16,57,44,66,23,24,23
29914,712,1220,1342,549,626,1064,786
57540,16,22,66,36,209,308,81
26232,26,47,125,92,26,9,52
93611,125,1143,942,1388,458,771,545
26270,146,146,251,178,54,54,118
10459,1233,2474,1735,4027,1437,1938,3769
374946,1124,1421,2023,17196,2324,6939,4398
57085,399,471,398,1164,268,418,639
284498,35,145,58,284,43,108,67
4524,264,889,358,1688,300,658,502
1185,488,787,596,1989,237,971,662
90231,708,1762,968,4461,731,881,1446
5351,5678,9113,3700,22896,1361,3543,4893
9927,2901,6159,3322,10857,3161,4052,4753
60672,399,475,333,1158,347,353,551
7133,544,86,1711,7,134,5,1278
55187,1335,3078,1382,5997,1210,1965,1965
9249,4,244,26,763,81,7,2
343069,308,329,232,402,292,267,392
440563,172,183,153,255,173,150,215
10630,1124,14487,2583,38676,4514,4848,6093
7799,1137,1582,1369,4073,798,1321,1779
23254,188,634,43,2509,545,343,1274
200197,77,33,9,343,16,32,155
55092,896,232,693,2342,742,671,430
114827,97,4,26,101,8,4,24
79180,1547,1689,3783,2477,1416,1397,6565
842,278,494,851,1171,299,363,696
23341,616,1284,1283,2320,511,815,597
79814,68,59,60,43,55,7,15
84301,936,1170,1927,3042,920,1108,778
6248,150,194,290,430,126,153,154
23207,2062,4305,4051,7503,1473,2837,2580
284723,20,24,13,15,14,54,32
54751,3267,11054,8836,3691,618,2482,3867
440567,654,773,728,1031,911,484,1697
729614,107,143,314,416,154,291,429
23013,2022,4063,3857,7607,1700,3698,2710
7709,937,1403,1582,2498,512,957,1029
1969,1416,2886,26539,3759,5808,2736,2281
128272,142,36,138,35,15,29,154
79363,84,176,203,295,36,94,100
54455,838,1339,1324,2836,725,1150,1104
26099,4390,5698,8360,9917,1987,3913,5483
374955,2175,2805,4506,5407,987,2080,2670
55707,1705,2627,2676,4011,766,1462,1977
107984921,15,34,37,57,15,31,21
114819,50,113,133,203,50,122,73
55672,682,1307,1076,1651,266,1388,1754
84809,100,181,170,368,65,134,159
11223,3,22,39,32,20,39,11
105376805,43,33,82,47,21,11,197
9696,642,442,543,1020,263,347,294
4237,3615,204,1752,554,36,1,61
23400,9475,13959,34133,5471,756,1219,1796
6390,2679,3304,3767,5214,2418,1557,3965
11240,47,322,430,1028,37,10,3
51702,3,154,369,27,10,5,0
55920,6031,5600,10240,10750,5026,4363,3503
55160,46,421,438,1210,557,1218,422
8659,249,1637,1624,1398,397,611,851
126917,919,3009,2217,2532,506,532,992
23352,4479,11637,7348,15554,4760,5955,6434
101927895,61,150,99,241,41,67,90
23065,2229,6617,5149,9235,1177,3073,2112
51154,1907,2901,2276,3203,1429,1569,2760
246181,32,52,77,103,33,40,52
22977,19,41,57,77,24,27,41
8574,1015,2157,2280,3091,983,1286,1833
54896,290,762,854,1179,212,693,411
832,5631,11244,11803,14387,3591,5177,8313
440574,1044,1949,2319,2301,1092,1314,2913
100532736,157,907,652,277,127,52,404
4681,130,872,583,218,98,21,322
255104,123,397,780,534,259,214,382
23252,259,389,505,1005,381,699,483
5322,0,45,24,1879,113,238,92
55450,7562,8129,5549,5801,2698,2249,5247
79594,966,1801,2395,3649,621,1237,1182
163933,12,13,2,556,9,27,1
65018,554,1719,1650,2442,763,958,1341
102464833,12,31,4,3,10,17,29
100861548,591,1663,1574,2393,598,906,1028
1650,5233,9991,10668,18604,3244,4998,5198
57576,20,326,55,65,13,49,34
400745,49,580,58,57,21,110,16
50809,4575,8588,9289,20139,6064,7156,8193
8672,3934,8020,6795,10362,3914,6744,5108
1889,6805,13795,18235,10435,2625,1920,2334
84224,219,473,224,217,40,157,111
5909,29,67,87,18,117,370,55
84196,1573,2784,3523,5650,1820,2006,2236
401944,97,223,128,63,30,95,77
3339,1003,3189,1416,989,312,929,709
29092,297,262,299,625,180,152,376
998,7219,8045,10783,16562,6031,6108,11154
9923,1006,1596,1364,2123,604,1221,581
2048,285,609,2964,3619,2096,543,1881
23028,3780,4444,6354,2877,3766,4151,4281
7798,2357,4336,1692,1126,1292,1406,1199
3352,8,38,148,0,48,14,30
10236,6382,7239,7020,8123,7678,7497,10200
80818,1561,2565,1427,2837,528,1956,2592
148898,62,108,148,167,36,150,170
6920,29,68,22,164,11,13,516
55616,762,1238,633,1366,971,741,1369
1870,167,550,220,159,434,232,819
3399,3687,4241,4586,1930,3453,6240,1689
6135,15052,20047,7287,6691,10791,7400,21702
6924,2309,3228,2171,2109,1527,1959,2462
100506963,185,225,159,161,143,177,232
57095,1224,1634,896,976,950,1440,1656
105376860,54,63,20,23,26,48,47
11313,1158,1334,742,705,615,962,1083
2582,433,710,309,466,235,483,813
3155,648,1027,799,1018,594,767,992
2517,184,531,307,269,163,305,89
55629,2263,2218,1186,4483,1763,2256,3039
10772,3393,3493,4174,6926,3419,3738,4204
90529,102,188,160,242,84,150,19
57185,598,4181,1896,4416,1159,3548,2701
11123,426,2133,1062,698,645,1178,657
400746,22,429,138,1641,1161,116,14
10250,2266,3629,3744,7997,2806,3030,3137
25932,16791,17705,19138,117947,16720,11585,13327
25949,1008,1097,1831,2031,979,868,1498
57035,434,574,1128,2587,302,956,243
23585,1799,2326,2404,3450,804,1125,2456
6006,925,1312,1385,1782,410,668,1309
55219,659,872,953,1346,538,543,819
26119,423,466,1265,774,364,91,407
57134,1815,759,523,349,112,684,635
57190,14402,16885,12125,25552,2844,6744,9267
56181,1283,2125,2267,3755,1228,1372,1965
79000,342,439,553,641,311,281,488
164091,202,641,349,984,117,187,196
3925,10176,16711,18323,19195,10098,7259,24253
5051,416,926,792,1242,438,547,664
2134,405,11,3,9,2,18,149
149420,182,283,941,1226,560,474,647
51042,401,836,631,647,331,298,664
64793,510,1144,1213,1270,907,566,671
83442,3278,6415,6279,13358,1853,3589,5878
91544,225,267,365,472,159,216,259
79947,856,1375,1310,2356,655,857,1360
3151,5478,5224,8661,7103,2274,3526,6366
6195,1265,307,928,824,709,357,1734
101928728,14,25,31,32,5,25,55
8289,2439,4531,3997,9018,2436,3640,3269
55650,145,378,617,679,155,217,303
84243,705,1549,1574,2451,618,981,994
54707,649,1252,1645,2397,564,993,948
63906,305,467,430,733,176,288,395
10726,3280,5583,5901,6633,2910,2886,4276
388610,81,755,571,36,8,31,334
6548,754,1814,1363,2825,408,912,390
23038,1284,2821,3142,5382,1082,1406,2067
84065,810,1824,1878,2574,742,1445,1586
9064,288,822,652,1830,268,427,343
2827,88,127,592,696,320,170,201
10163,4120,7686,8240,15334,3171,3839,3722
27245,770,2643,2721,5628,1082,1672,227
2537,9564,405,956,1118,338,409,720
199870,291,326,414,671,235,268,364
23673,2039,3895,2569,7347,1326,2568,3498
5511,2108,2261,3412,4301,1941,1832,2335
9473,191,58,70,460,28,20,64
6118,1100,1671,1878,2357,2013,1478,2678
55113,108,421,321,889,143,57,177
2140,784,1082,1352,2236,891,839,698
22826,5114,6070,5992,8309,3737,3839,7353
93974,1546,2011,2302,3230,1683,1955,2856
83667,638,1278,708,1922,344,1645,491
54797,363,585,620,911,310,352,380
65979,1632,2740,2454,5744,1185,2398,2048
1104,1774,3010,2682,3124,1882,1479,1604
8420,427,787,533,1328,599,539,358
6080,14,118,57,100,20,7,37
26768,13,119,125,110,16,6,27
54952,426,495,595,942,353,332,891
85028,239,191,277,419,131,244,125
115273,80,117,537,262,18,14,158
6883,839,885,1160,1537,507,648,1222
105378616,15,10,18,18,7,10,30
10691,692,712,668,1382,349,583,623
51441,2636,3691,4922,7111,3363,2866,3468
4985,54,10,14,54,5,7,15
2035,914,416,600,593,741,638,1970
399474,46,36,186,150,54,42,158
6429,2399,3740,4378,11792,2873,2909,3517
51102,458,1113,706,1096,422,514,595
10076,27,1712,230,558,151,216,12
100129196,19,3,11,14,5,12,21
105378622,15,16,34,68,12,41,55
9672,4944,6874,6855,23812,3665,17310,14363
9698,2684,4289,5158,9255,2325,3493,2196
9410,1535,1613,2135,2921,1430,1370,1511
51538,1971,3183,2562,3312,1102,1631,3604
2170,104,183,133,985,43,86,99
347735,607,208,350,1244,173,34,91
3061,15,22,24,33,12,12,23
553115,1617,2540,2892,3705,1420,1310,2445
1307,645,1674,394,9903,787,1750,367
576,446,3365,1917,9115,1972,3479,2400
90853,243,576,1708,4976,6,141,54
8073,6131,6262,9622,21612,5154,5502,10329
10657,6540,6023,8300,12307,5628,7072,8020
55116,580,482,949,1440,330,600,467
23633,2511,5572,5205,10166,2841,3076,3407
200081,2379,5050,4913,9198,2652,3625,2512
79140,305,374,504,1062,323,467,709
56063,172,251,418,497,106,215,264
55721,121,154,148,335,156,170,163
8668,5058,8683,9525,12699,3876,4464,8121
339483,54,35,107,120,16,17,35
3065,2666,3414,4957,8842,1555,2183,3262
65108,9000,9349,17580,11308,4820,12124,13936
81629,20,45,62,233,102,61,47
100128071,3,19,11,26,23,11,43
55108,1391,2368,3089,5893,1210,1326,1760
728116,108,53,162,154,59,126,65
653121,430,543,615,907,248,411,491
339487,542,892,773,1098,480,610,1588
5928,5639,6848,9124,14488,6179,6083,6855
81493,2312,4363,3868,3970,1218,1177,1304
57648,6226,4054,2437,3721,564,236,801
8565,4414,5279,4558,12994,3921,2741,4878
64766,764,888,1542,2550,1255,804,709
252995,211,14,24,20,7,24,26
3208,26,79,18,105,46,22,141
113452,158,1205,264,784,531,405,1026
127544,510,794,670,1624,399,660,555
204,2642,3563,4417,8845,3938,2627,3714
113451,78,147,137,290,78,99,76
55223,1150,463,981,465,448,415,495
149076,2036,2009,2396,2103,413,1638,1238
1912,5616,9984,11800,31625,3341,12974,7745
100500853,59,107,106,343,36,174,96
7579,225,354,531,1046,163,292,139
114784,875,4282,3461,5684,88,2363,284
84970,221,389,602,977,43,433,330
113444,702,1363,1161,1632,908,774,1756
58512,34,28,17,10,18,26,63
653160,10,23,44,86,21,24,18
100506144,212,270,560,697,203,173,199
9204,512,576,717,1328,349,621,589
79830,526,615,925,1649,663,538,653
6421,9270,13487,12599,18152,8645,14226,13183
9202,2940,4816,5314,8902,2331,4561,3123
100861513,45,82,73,161,40,62,60
79932,1635,4867,4397,7963,1499,2541,2474
23154,1646,2689,2317,4385,1006,2067,1585
339488,17,13,16,86,44,49,24
5690,5484,5819,7827,10571,4189,3443,9456
127703,1144,1693,1588,3446,790,1114,1271
63967,1406,1311,1902,1438,1484,938,2112
192670,361,564,654,1233,297,354,769
26523,1673,3256,2861,4681,1834,2508,2198
192669,929,1304,1620,3743,1325,1048,696
27285,16,6,28,105,25,10,26
54936,712,1032,1702,2609,669,757,928
1296,632,525,556,296,85,76,7
27095,1563,2712,3298,4570,1419,1216,2259
55700,6167,11821,10237,14697,3524,5595,6227
9967,3639,7131,7111,12382,4323,4734,5346
79729,16,84,98,403,27,86,28
55194,316,599,498,659,130,297,559
83931,1565,2920,3506,7815,1257,2628,3354
84967,819,1579,1653,2324,712,1134,2023
127700,166,330,365,367,102,208,373
64960,1661,2599,2456,3010,1289,1069,2752
2899,15,584,292,13499,1062,10132,2443
728431,108,217,174,177,34,52,74
80149,466,217,288,449,60,69,54
64769,1289,1567,2629,3971,1446,1453,1835
79753,507,625,837,1610,546,481,728
7802,657,1076,509,3674,613,1511,715
29889,2991,2676,2503,4436,2766,1732,2875
54955,425,548,872,1587,544,655,631
55143,1019,1540,1904,2011,1162,862,1454
149175,103,1683,717,723,468,1745,141
79693,750,858,1286,1420,698,742,899
127687,1478,2630,2223,2580,1057,1817,2802
4520,845,1340,1090,2976,481,838,742
3633,280,577,702,2255,457,504,532
10946,3189,4405,4552,5050,2691,2625,3351
2275,1090,1428,936,1708,248,877,552
51118,1541,1515,1993,3199,1242,1305,1821
5453,218,132,89,87,33,582,10
64121,1909,1792,2434,3152,828,1426,2106
26292,257,468,625,658,327,269,722
54933,60,26,40,59,49,29,128
79647,3214,3173,4705,8454,3870,4069,5120
4725,2684,4881,5066,6611,4190,2446,8709
23499,10666,70359,49273,94602,16597,39800,22565
353500,157,101,63,260,10,110,40
728448,7,71,86,508,18,200,6
8761,4217,6206,5776,7136,2526,2981,3144
10450,1135,1432,1912,2258,1458,910,2136
656,730,537,33,248,53,104,364
54802,537,373,764,825,313,396,413
4610,104,19,89,3,0,163,100
84879,115,375,365,231,12,53,253
10487,6764,14181,10004,13373,3783,3932,10037
5538,5706,8765,8144,17191,3893,6895,6513
6018,950,632,1435,3892,728,1107,1150
10269,2051,4143,3979,6438,1934,2516,1673
1298,470,591,1103,862,107,83,433
64744,1806,2508,1432,3055,1055,1830,2503
65243,1128,340,567,1198,326,430,190
339559,948,0,194,317,40,6,6
127396,172,118,136,275,163,121,149
9783,1031,272,238,62,21,342,271
4802,860,1417,2040,2706,1152,1343,1151
163732,202,32,386,370,123,31,1
1503,2101,2877,4497,1940,2954,1971,1984
100507178,42,91,105,206,46,79,72
200172,5,15,12,27,22,22,8
22955,912,2364,2019,4425,935,1599,1960
59269,1444,4062,4206,8587,1613,3513,1493
22887,1993,2829,3691,9560,2034,2958,2428
284716,26,102,91,128,17,297,230
728621,43,91,206,254,47,104,95
79717,458,729,1324,1332,318,349,820
10465,824,919,818,1081,590,544,1306
4904,23412,27483,23413,39338,17251,16908,39931
64175,3541,2577,3284,6357,737,1191,878
79078,339,607,513,1071,280,630,578
374969,497,339,414,559,180,283,902
114625,257,505,651,2270,302,525,402
51058,193,287,380,407,146,212,131
6513,4034,4848,12202,14549,544,2147,956
440584,32,26,130,52,29,20,62
10969,2264,3080,2616,3877,1330,1767,2652
7075,81,36,78,350,4,40,5
991,2768,2627,3730,3754,1409,1507,3876
64834,1241,3658,2712,5459,1073,1885,2044
112950,1265,1293,1305,2438,690,736,1284
23334,1048,2030,2051,3789,659,1345,910
100873952,33,44,58,113,20,39,18
81888,264,464,439,452,103,171,240
5792,1928,11516,6607,4388,1648,3657,3167
9682,1922,2797,3263,5241,1849,2731,1966
6487,403,823,1179,2068,415,852,1012
101929609,87,217,195,338,61,183,113
9670,942,2477,2227,4193,917,2036,1373
1802,942,1543,1645,1590,654,922,904
533,2316,2704,4743,5080,2015,2047,3748
8704,1944,3906,4183,6079,1620,2907,2728
149473,118,182,392,384,144,207,208
6536,407,223,301,824,81,182,221
107984948,5,36,25,42,13,40,74
128209,4,43,69,197,3,73,2
55929,562,929,1234,1995,536,791,841
79033,1714,3157,3002,4354,1531,1969,3037
100874278,7,11,19,45,3,15,8
55182,1152,1776,2714,3864,1053,1577,2247
79639,132,304,539,478,171,213,336
11004,1531,2228,3041,4152,1476,1404,3440
6202,11092,17622,13210,20898,9502,8434,18123
26811,17,14,1,11,6,22,6
1263,369,1021,1262,1220,386,718,268
343521,23,78,71,113,28,49,21
149478,39,135,112,339,26,72,6
8643,249,54,85,74,23,80,70
8891,1161,1414,1122,1783,1022,783,2001
79654,980,2567,1859,3849,658,1276,1639
7389,1333,2973,2489,3480,1329,1302,2502
57643,20,45,47,13,4,152,289
400752,8,11,13,18,9,18,31
4595,260,364,628,578,189,285,324
114034,248,466,440,569,396,289,399
10420,158,69,93,145,35,38,44
126661,53,98,145,337,51,93,90
25974,2085,2010,2992,4054,1244,1183,2985
5052,9238,7762,9864,11937,4785,3128,13145
10327,3026,2075,2106,2629,1217,1117,1260
4678,3700,6404,6055,9349,4393,4659,8330
149483,15,15,15,16,4,17,9
60313,1881,2566,3601,7618,1223,1925,1937
51249,476,614,931,1282,476,535,829
3652,486,1101,1082,1813,557,671,1022
23139,1828,5030,4831,6655,1641,2373,2562
110117499,1182,1184,2022,1819,1742,2061,759
8503,1436,1413,2432,2217,2094,2432,943
10103,14,19,98,86,20,29,2
55624,2600,6276,7007,12848,3561,4443,4444
541468,47,57,88,177,34,99,73
8438,448,709,1038,1187,683,428,458
10489,1913,3469,4512,6881,1979,1971,2035
7388,2615,2875,3019,4763,3586,1886,6638
387338,584,753,1027,2226,571,711,750
2166,47,3,13,88,16,13,92
100507423,22,14,25,30,10,7,2
8569,411,334,679,520,225,117,38
148932,342,320,771,372,105,95,112
64756,866,2006,3191,3683,1592,1557,2515
100130197,35,66,60,149,28,42,75
9813,2325,4454,4084,11853,2051,3532,5148
6491,777,1218,1295,1700,915,694,1549
51727,3949,4253,8001,13938,4482,4476,5413
84793,199,66,99,175,23,34,104
2306,291,26,29,26,14,4,71
200010,2,51,73,202,2,73,9
54558,349,2527,1440,5861,1688,2628,3433
79656,50,472,223,756,46,318,216
63950,110,251,1705,4576,1996,2166,31
11124,1613,3418,2732,5440,1863,1959,3101
1031,2948,4217,5460,8213,5040,4697,7227
26994,3750,5845,9108,14277,2889,4319,3652
22996,18,20,55,276,77,39,121
2060,1692,2418,3638,7391,2386,2295,3042
114883,1385,2635,3717,2965,2226,2382,2865
4898,5500,7594,6575,16559,5180,4327,8731
5865,734,296,195,249,379,647,520
51060,1900,2157,2672,6443,1845,1958,3606
112970,177,151,277,359,110,111,261
91408,1714,2293,2957,5073,1899,2102,2772
9372,742,1543,1164,2305,694,976,1015
200014,897,1805,2472,2731,569,1058,840
4998,538,581,531,898,564,381,826
84950,2071,1494,2956,4668,1890,2312,2349
23318,2374,1538,2664,4732,1471,1637,1592
2882,302,376,803,1074,149,138,953
65260,1165,1250,1188,2091,1042,1112,1018
79699,1278,2406,3005,6321,1399,2560,2409
55268,98,192,181,804,648,23,317
6342,3420,3934,5270,11650,3644,4694,6944
127435,14,62,20,74,10,100,3
1376,392,1130,1494,2439,546,1062,1495
54987,812,1111,1467,2132,664,888,1447
4116,962,728,1147,1375,755,446,1183
100507564,10,46,88,242,43,40,81
7804,746,2052,2124,13483,2104,1338,3684
55706,1111,2021,2204,3970,1492,1388,1786
54432,437,971,404,1495,428,554,710
51668,636,876,902,895,779,546,1976
115353,819,1323,1064,2220,867,744,1433
9528,4184,5981,7171,15020,3685,4273,5742
127428,384,693,661,1576,524,662,559
606495,317,580,453,974,278,481,550
51253,2357,4929,3975,5560,2315,2165,3477
23648,503,745,252,2350,1166,1065,2065
26027,7,35,12,66,134,89,7
100527960,391,543,576,858,369,373,453
7268,396,554,583,864,367,374,463
25973,181,227,437,448,112,168,180
1718,8316,54273,19832,52,3602,6301,5305
23358,1400,3243,3747,6493,2540,2064,3118
8613,557,2180,1198,14382,952,2754,1472
5563,313,453,1365,5848,524,456,475
1600,349,83,1439,740,468,814,2252
115209,264,358,573,790,320,278,494
114803,749,907,1486,3697,692,1201,755
3725,5708,8932,22373,68973,9084,21295,9635
105378753,13,16,46,41,13,16,169
55277,156,233,467,678,193,246,265
1573,95,100,71,121,25,61,212
4774,142,73,174,6679,2203,139,2153
83941,473,657,1530,2439,589,541,881
10207,255,986,1143,766,746,984,386
7398,3667,3515,5067,6889,3320,2766,5855
85440,2284,5851,4669,15888,1084,4239,4879
84938,419,595,729,1457,506,510,707
100996301,32,463,247,117,69,43,147
27022,28,148,84,21,8,12,24
29929,353,1158,641,870,402,294,501
23421,965,878,797,1377,873,370,1775
84455,396,525,377,685,286,259,582
5236,1150,1946,2559,10251,1883,2317,2696
4919,82,370,383,1535,10,307,49
57685,300,533,845,1121,433,688,979
55225,350,456,694,776,985,554,1017
3716,3278,4312,4467,5996,2161,2286,2696
205,35,47,159,24811,1731,463,259
9829,271,721,1135,3305,275,534,1047
3953,270,274,820,3243,454,221,696
54741,2085,2817,2729,6256,1126,2145,2652
5142,288,1378,681,10068,1223,2467,902
79819,221,105,110,253,40,167,345
57708,1411,1203,2753,4421,1556,1520,1745
23169,797,1705,3130,3560,851,1586,594
26135,9399,13853,18039,28922,10352,11463,13265
1647,1869,2744,3859,3347,1959,3329,1917
55970,11218,16931,13053,25568,3708,8880,13391
100289178,47,77,50,83,18,44,39
9077,1994,1844,1362,2971,773,935,450
79971,4872,11161,2141,8664,1144,5600,4147
6121,31,226,376,70,4,334,129
55635,1297,1115,1407,3418,1216,865,2457
57554,63,27,50,38,9,22,14
55631,1070,857,633,2441,830,1239,2581
9295,2978,4355,3723,13900,3598,5018,3390
81573,1130,1642,1400,3556,1326,1401,1453
11147,393,461,397,780,307,342,637
1491,239,98,112,542,605,146,556
9406,2792,1810,2064,4705,2746,2405,2789
257194,871,19,1,10,2,4,36
100526835,31,26,48,241,42,48,86
8790,329,500,791,1610,387,601,967
127254,23,3,65,204,47,91,38
1429,1753,1600,3628,3974,2421,1635,4099
127253,858,736,1668,1553,956,616,1431
204962,71,531,499,180,130,513,276
34,896,944,1719,5422,1525,1783,3384
5876,1119,1336,571,2565,1206,1134,1792
81849,41,7,189,274,18,401,585
10026,1303,2374,1042,3243,955,1566,1538
26289,234,420,174,9,5,368,16
26009,2132,1688,1453,3770,1611,1717,1937
23032,2559,2770,2660,5958,2384,2543,3620
374986,494,983,688,3801,966,893,970
374987,21,56,24,16,1,20,7
91624,982,2949,1412,1057,171,1177,370
8880,3163,3546,3294,4303,1540,2698,3450
11080,1567,1921,529,1661,367,842,892
10964,7214,11,304,920,35,389,114
10561,3742,319,543,1687,342,585,1173
23266,42,354,1180,44047,1804,1776,718
79739,676,1650,988,8321,1089,1599,2289
5567,2743,3806,4482,15913,1396,3423,3056
148418,66,47,93,336,61,67,147
80135,1666,1596,1201,3488,1719,1229,2635
2787,3282,3651,1947,10473,2336,2488,5187
100505741,16,15,16,70,16,21,21
1486,246,547,167,914,337,371,541
117178,1220,2140,3575,16142,2557,2965,2325
255231,93,10,89,22,4,16,0
126820,50,210,19,61,5,79,7
84144,159,103,68,181,89,168,120
148423,792,694,669,2499,762,846,1032
8915,808,923,549,2210,475,539,880
23576,3721,10091,1781,8129,7192,9044,6480
3491,11486,27560,6655,8835,5935,6652,2745
54680,1664,1501,511,1840,837,1200,1075
57489,839,275,990,360,311,259,460
9635,5,34,14,42,13,32,14
105378828,15,19,43,50,12,34,26
51100,4494,5376,9815,26613,3587,8770,4592
9403,6028,4959,9273,17166,4255,5257,6407
9653,2956,3690,5816,24076,3612,8799,3552
339524,9,11,17,150,14,27,14
8543,5775,3929,10195,6180,3517,3164,12207
5586,1361,1760,3346,6354,1653,1938,2245
2959,941,752,1177,1827,977,731,1177
56267,527,1729,2242,4838,1592,857,1604
494115,1324,1478,2489,2642,1235,1630,1829
2635,262,930,2510,1940,58,732,10
2633,1932,1377,3445,1259,283,432,56
2634,575,517,1202,255,72,44,181
115361,321,36,499,35,175,18,0
115362,42,49,415,82,23,20,10
400759,114,50,138,42,12,15,1
23507,541,392,198,1568,858,582,926
84230,290,272,216,689,236,114,233
400761,12,11,2,10,4,16,28
55144,967,1013,3601,1411,1483,1781,2362
284695,1242,1674,2914,2190,1085,2377,1759
105378853,1,38,132,339,53,91,152
84146,2011,1972,4101,6890,2141,2920,2679
164045,43,14,25,2,2,21,45
8317,618,720,688,1385,1006,816,1946
7049,289,84,28,131,189,125,404
253152,74,181,766,12,61,41,43
646817,379,597,551,275,346,350,617
284697,10,14,24,32,11,13,15
11146,442,482,611,723,367,478,585
79871,914,1216,1894,2490,909,1417,958
2672,15,2,20,11,3,11,3
7813,1142,1369,1734,4798,674,1432,1611
6125,14306,17712,14855,21739,11568,10663,19146
388650,519,1365,2756,1191,281,995,1301
