GeneID,GrupoA_1,GrupoA_2,GrupoA_3,GrupoB_1,GrupoB_2,GrupoB_3,GrupoB_4
84448,2,44,30,46,42,128,37
54436,28,92,94,16,93,135,15
8310,361,1336,816,1490,379,601,918
152992,173,341,305,431,148,241,259
9948,11480,33574,44696,20602,4458,10837,14214
85460,399,5,1183,1936,1138,151,1256
9957,38,1244,555,2594,294,1613,77
9364,640,729,1527,1643,743,963,1490
579,32,11,62,25,23,57,18
259282,1721,2936,4120,4715,1985,2116,2377
132864,318,1130,1807,1958,1019,1680,1114
57545,863,1115,1033,686,256,927,684
26234,2234,4723,7610,5622,2649,2838,5884
285550,777,1179,3467,1206,618,1169,1837
683,183,324,602,27,20,19,204
8842,208,51,81,253,18,97,2123
202018,467,775,844,1939,700,1161,1219
202020,21,70,43,24,32,88,43
9079,903,144,137,1109,486,1122,265
5860,423,1479,2313,4358,740,1480,2669
51056,2974,3322,3959,4123,1846,2824,5377
80306,1249,1626,3388,2819,1557,1674,1181
27146,73,1558,615,1355,116,402,105
54876,761,1160,1260,1221,1125,911,1061
64151,1950,2988,3492,2785,2463,1683,4579
254251,840,808,1557,2018,1223,903,2032
9353,1186,179,3,2885,21,843,28
133015,384,490,968,1603,472,470,929
80333,30,162,882,1548,169,97,78
166647,954,3340,4284,2913,973,2624,1665
10891,370,189,1016,2005,893,818,543
1665,3976,6434,6802,9188,5092,5175,7631
6649,751,35,95,3074,47,13,2731
91050,550,761,423,1927,353,402,1107
55203,7,40,15,2361,193,45,775
51091,239,345,799,1429,790,502,870
55300,840,1127,2603,2584,1118,1160,2693
29063,336,447,492,720,407,353,362
29945,443,783,1007,1141,452,664,1278
23231,4560,2495,1453,1766,856,2057,5308
389203,782,893,1041,1007,657,441,1966
3516,2582,3660,3763,3574,1757,2289,2761
55296,546,867,651,596,238,370,1152
57620,679,2335,1920,2418,723,2994,1796
5099,589,459,2,750,641,1522,788
116984,239,503,803,1430,599,1148,954
55286,11,659,99,41,724,299,1545
768211,281,823,1538,748,372,316,1794
55276,558,1043,531,1658,723,805,2395
23216,1276,3026,1722,2571,1304,659,4540
10744,11,14,1,18,36,8,23
51274,1419,1377,1143,5943,1106,1852,2768
7096,92,144,3,65,129,9,213
10333,104,168,13,95,14,7,146
92689,3107,1777,1012,2709,841,205,1683
51088,6637,2873,2702,3641,2303,3154,4435
57728,637,451,364,1344,400,490,1085
5981,2314,3312,1542,5474,3095,2908,5210
6133,9646,12529,3519,7450,7310,4862,22562
11019,227,253,147,252,185,232,494
401127,31,40,44,29,27,30,52
7358,2376,1466,945,2168,604,977,1828
100885776,39,77,42,135,31,72,91
201895,1974,1635,1684,3952,1629,1128,2202
3093,3151,3275,2868,6209,3657,2871,4392
23244,3778,6335,4095,9015,5064,4330,6054
344967,30,78,120,29,22,38,79
55728,537,440,465,6563,980,874,1079
55584,25,60,37,8960,2236,427,77
54502,43,55,54,734,257,122,433
79730,348,563,626,1206,705,773,1558
323,794,1695,1648,2441,1384,1401,3075
7345,11155,12845,8334,24637,5694,5575,27559
22998,2483,7933,1559,9405,2536,5223,2671
55161,1424,2107,1941,4381,2277,2666,2092
10463,2804,4540,3101,6733,3295,4220,6936
10396,45,16,5,138,57,405,770
60558,1065,1081,1344,2345,850,1529,1667
132789,475,538,557,1147,634,499,974
54951,428,329,709,888,537,427,1516
57205,992,958,1085,2242,758,1405,847
101927179,31,17,30,43,21,23,21
152518,391,316,562,694,368,424,299
57606,2388,2901,3049,5424,1777,2348,3038
201780,40,278,325,803,592,67,1095
326340,165,292,380,790,167,399,306
285527,1621,3224,3243,8045,1268,3061,3120
54940,3478,5385,5961,8031,3585,4432,5203
100861517,9,24,50,28,14,22,9
132299,1003,2635,3325,10093,1500,576,6286
23142,1272,1297,2472,2739,1450,1431,3237
339977,22,43,100,106,9,80,29
6443,2917,8552,14279,20459,2791,7915,9699
64854,2393,2235,2969,2931,1240,2309,2925
643783,58,56,46,23,9,39,58
57291,1058,1777,1585,2252,586,1980,1297
65997,256,273,49,56,6,33,28
152579,1280,2850,2784,6773,1467,2097,2320
81608,2871,2850,4293,7587,3440,2480,4349
84708,577,561,4512,3157,1952,731,849
101928879,31,33,60,54,20,22,46
26511,1246,523,1136,988,613,468,1298
5156,4656,1989,3079,34305,947,959,12724
3815,124,275,89,19,1,87,39
3791,52,45,488,1502,5,511,66
79644,333,455,326,297,173,433,657
55858,2199,2713,3887,4150,1813,2417,4211
9575,1820,2543,4529,5760,2715,2170,3843
10874,3,27,437,21,115,86,133
55763,1191,1858,2186,2782,750,1762,3997
105377663,44,6,10,14,1,10,9
9662,572,420,637,1298,241,565,1094
57482,901,2222,1849,6671,622,2673,2480
132949,323,590,733,805,424,425,1108
5471,997,974,1769,1719,1683,1172,2727
10606,8543,11212,12260,15596,8894,12567,26723
6731,4742,6765,6124,8608,3584,4915,12690
132946,135,18,45,11,9,0,34
84525,367,46,207,489,505,2097,2281
5978,1540,2599,3436,4009,1523,2035,2261
84273,609,1043,934,1072,554,589,1430
5431,3933,7985,8081,8646,5791,5048,13560
3490,11376,33053,2512,6692,13220,343,12035
255130,932,2658,84,423,1010,15,915
23284,1116,7033,8711,6716,635,3611,1850
2044,427,3,3067,193,54,249,41
100144602,74,0,189,11,6,29,14
1060,390,450,705,700,590,426,1374
55236,1739,2622,4709,5783,2107,2414,5447
550112,447,496,342,408,139,253,812
2798,2,10,27,14,9,33,6
91746,2188,2415,2730,3451,1790,2251,3059
57050,1034,1469,1806,2014,1064,1130,2587
22902,908,1878,2391,3755,2329,4710,4244
2926,3013,4326,6095,6993,3363,4854,7054
92597,1117,1923,2905,3151,1642,3042,3353
1633,625,940,2011,1845,1005,948,2394
8671,1,341,732,20144,7140,3676,5543
9508,207,67,169,1187,28,274,540
285521,355,663,898,1014,556,636,1110
26057,3752,7319,6887,11208,3478,5962,6036
6374,107,11,21,18,9,10,12
441024,223,306,779,777,405,795,1016
25898,871,665,1156,1162,580,941,696
152815,366,403,802,704,444,486,314
9908,5337,7392,8295,11716,6238,5647,5744
8615,3886,3445,5184,6317,3039,3253,2085
27163,57,254,216,196,130,81,135
55153,1458,2091,2644,2767,1357,1422,902
53371,1216,1173,2443,2420,1096,1113,1354
950,5676,17947,20963,20073,4097,13419,8014
100129583,5,62,162,20,27,66,63
100631383,77,528,574,236,102,137,304
8987,101,601,578,284,110,120,344
57619,676,10010,4052,4163,1136,3031,907
105377294,33,99,53,66,7,121,65
55752,11124,32979,20666,17358,20654,15463,13769
10983,10411,14796,16802,18104,6823,9193,9929
901,1234,732,1813,998,489,690,449
246175,679,923,1569,1832,947,765,594
65008,983,748,1050,554,555,556,888
80144,825,6,5175,3336,3,37,59
55589,684,526,955,1307,485,644,745
152559,1134,800,1650,2500,1024,1079,1079
118429,1483,667,1753,1973,459,1527,1080
56978,336,4,37,203,19,39,14
3184,6735,9568,13291,15313,5128,8575,7346
101928963,12,13,5,26,8,8,25
9987,7921,9549,10668,13812,5998,9378,10342
58478,2056,2685,3540,5078,1872,3987,2476
441027,117,187,84,105,77,147,119
79966,2599,13444,9992,14897,2642,19619,5609
22872,10107,9600,10573,12166,3636,5653,3358
100499177,1024,544,851,906,803,905,1107
79725,170,92,287,243,191,188,254
132660,652,806,947,1506,576,676,742
51138,2122,2404,2818,2803,1591,1742,2603
27235,570,691,740,339,319,603,667
10855,241,49,921,0,32,121,18
113510,414,346,830,552,243,378,251
51023,683,588,725,477,354,373,726
84142,800,726,1042,597,385,496,871
84803,248,759,5780,88,172,74,20
23001,1901,4361,4646,5138,1329,3848,1388
404201,113,87,345,379,106,404,145
83478,172,16,993,30,39,88,10
5602,558,310,1046,869,605,761,1499
5783,4044,1702,5766,8886,4588,3377,3096
132989,22,4,117,36,31,21,18
4299,913,1551,2657,3790,1030,1822,877
57563,901,596,1353,1802,904,1493,644
51170,725,525,557,847,840,688,1048
53343,914,1309,1557,1946,805,1040,671
8404,315,2480,3714,31448,127,8630,940
6696,34656,38258,22548,94464,36974,25297,5207
5311,1589,4503,2835,3760,786,2179,548
9429,82,53,52,54,70,79,98
152926,735,426,840,1644,610,409,541
55008,1737,129,501,173,129,124,28
51191,771,172,268,458,396,100,15
84992,1460,1708,2180,2447,977,1436,1295
100996939,1460,1707,2180,2447,977,1436,1295
8916,520,1130,1153,2867,451,478,776
266812,204,561,715,1015,463,856,922
285512,35,61,58,87,24,50,38
10144,383,466,682,579,201,381,299
166815,244,188,275,266,162,193,139
56916,1415,1961,2793,3270,1431,2033,971
10611,3089,7826,12396,4441,1632,4442,1909
658,426,316,809,110,8,255,219
8633,633,1182,933,3398,5,1326,91
5910,1877,2636,1967,3908,1190,2122,2168
10098,1799,5200,3884,15849,1731,2972,2740
1977,1460,2178,3237,3312,2266,2398,1727
23173,1213,1833,2106,2768,1003,1347,1059
128,4665,5603,6855,6144,4584,4591,3435
100507053,21,7,25,19,7,35,55
93587,256,193,421,366,364,187,269
4547,50,5,214,44,1004,212,385
8649,1748,1194,2522,2152,1205,1320,1442
79982,782,1139,2343,2971,1172,1318,541
3015,7491,7184,13096,12003,8233,4401,12086
5530,2393,3281,9479,8917,1151,2763,1299
90024,74,93,403,122,24,88,49
64116,1238,163,2256,2277,97,401,220
4790,1410,1432,1769,1414,465,795,343
4126,433,908,1096,1680,330,928,188
7323,5954,7714,9461,10311,5986,5288,5094
493856,877,788,1490,1236,824,910,1008
150159,141,125,157,160,102,97,175
133308,389,752,505,995,263,514,226
56898,818,549,746,742,303,629,923
1062,2147,2144,2973,2895,2501,2110,2092
80319,299,36,56,28,62,251,279
54790,864,1015,2182,2496,676,2000,606
27068,1103,1351,1861,1582,1451,1126,1931
54848,19,31,14,44,24,20,16
57117,968,1082,1078,1277,814,812,1036
79807,678,650,1020,1414,378,551,642
255743,87,6,1762,2114,333,60,38
93627,450,1119,1313,1472,476,1068,311
9255,2125,2140,2817,3529,2418,1942,1898
27123,313,3,467,270,0,61,1
9061,2310,4309,5658,6217,1659,4604,1933
166929,380,483,396,938,184,266,231
101929595,6,17,15,10,8,12,5
113612,297,944,836,728,333,884,328
3033,685,1930,2590,2883,1432,1185,1181
51176,8461,4574,383,2992,249,835,573
641518,451,232,25,95,11,32,33
6164,6214,6307,4187,3772,2962,2842,5298
58505,4283,1827,4170,2953,1422,1368,1936
84570,18,0,47,3806,17,47,4
100533182,5,19,28,13,14,32,20
10427,1026,1860,2308,2640,1126,1505,822
55013,1093,2057,2962,3233,356,676,2049
839,435,710,1047,729,250,374,574
81579,930,1401,1601,2478,790,1304,815
3426,226,121,157,217,95,194,54
54433,787,841,1136,885,424,586,507
1950,95,416,541,220,64,175,258
79071,1397,3929,6843,7307,1060,2020,2070
55435,780,299,1293,939,740,401,553
92610,557,95,413,414,372,57,95
80216,204,64,319,194,35,15,7
55345,249,333,404,486,327,249,347
51574,2053,1799,3148,2631,1800,1549,2405
109864269,158,140,238,202,119,126,205
287,1060,3888,5667,12231,1044,6080,2457
817,4651,9054,13441,18250,6334,11493,4360
79642,2986,7205,4408,22395,3200,3397,959
7368,320,58,140,1,3,21,742
133022,38,21,0,0,26,0,15
100093630,602,395,467,518,465,383,445
8492,379,215,570,109,489,49,926
57721,869,800,1166,1071,745,707,683
9871,4504,1727,3897,6323,1422,1552,1114
171024,176,28,411,17,28,38,3
54532,1453,1552,5167,3309,566,2637,366
401152,2511,3460,4669,9090,1919,3997,2228
101926918,7,42,55,19,4,20,23
8654,175,34,117,554,91,65,170
4085,1854,1500,4027,2768,2704,1365,3519
11107,82,278,535,436,152,317,187
79625,109,102,45,845,18,64,371
308,23267,22315,50095,36240,9054,19125,9885
5393,873,1155,1267,1542,1184,768,1176
890,1700,2304,4246,2739,2589,1301,2121
55212,585,623,786,1006,512,641,500
7222,16,24,106,4,12,33,25
84162,1508,2606,3322,4633,1479,2066,1305
166379,201,181,283,269,82,116,161
2247,804,3224,2329,2066,427,1844,392
11162,112,349,340,294,84,217,109
166378,266,433,568,613,475,464,391
10252,1015,3251,2574,9349,4638,4048,1764
57182,1267,1881,2998,3549,1558,2381,1046
79633,914,54,711,466,72,46,22
27152,399,440,735,1366,184,834,115
22824,391,1580,2176,2930,1260,2744,1060
10733,733,694,1292,1262,749,608,1174
256471,297,412,707,719,193,682,227
80167,214,177,423,608,251,238,155
55132,584,671,812,886,823,549,625
10424,1593,3085,2507,3463,1228,1568,742
79960,1261,1489,1649,829,1238,931,579
132320,695,467,651,767,396,391,635
132321,159,157,183,708,181,164,454
57575,8,33,194,6551,717,981,214
54510,3154,188,269,1453,134,525,372
641364,40,1,58,15,7,8,16
23657,2321,120,2116,738,247,462,581
25819,514,363,328,292,112,216,86
1998,754,573,1152,1321,735,602,603
84709,148,95,292,1504,239,190,58
4717,899,1447,1927,2381,1280,990,902
80155,2216,3554,4299,4329,2476,2562,2201
83452,346,224,383,403,199,333,153
80854,2194,3106,4018,6481,2324,2060,2251
4258,287,191,570,255,343,161,261
55534,302,210,124,289,144,116,188
60592,2000,2270,6785,4416,2588,2635,2111
100129858,21,3,21,6,15,12,16
1047,120,19,420,202,117,127,201
255520,1120,1294,2263,2707,1631,1392,910
23158,1161,1459,2494,1319,671,431,272
57484,558,132,687,28,23,390,135
27309,1120,681,1591,1566,978,843,462
3600,89,8,258,125,18,32,12
8821,544,641,4491,3163,219,977,169
84640,983,1559,2448,3053,949,1686,1008
2549,526,1269,1533,2811,951,3454,937
100128055,141,211,328,483,119,226,236
8467,4302,5385,9711,11294,4545,7360,6448
2996,102,87,232,109,31,46,98
646576,774,3,82,12,2,21,33
64399,17312,23,305,22,1,45,46
10393,658,541,591,734,542,405,567
6059,4054,5045,6294,8059,3583,4288,3320
54726,1528,2508,3231,5501,1038,1573,732
4086,731,2641,3395,10112,1045,3777,525
104326058,64,224,238,857,80,245,51
166785,199,359,369,509,173,229,129
646603,279,676,684,641,123,407,169
152485,1039,2511,2373,2128,382,1289,623
11157,884,625,929,700,445,309,402
84068,262,125,213,860,141,163,183
1909,482,30,11,162,1,149,0
55751,1333,2118,2421,3124,968,1962,1048
90826,690,744,1242,1235,724,1112,569
79658,633,1030,528,282,34,189,152
4306,45,1180,530,514,41,847,227
166614,195,1236,950,5144,2220,6608,2133
987,1029,2446,3921,4798,1902,1776,1129
10586,0,17,31,214,1,89,6
6189,10017,14256,10075,9278,7391,5766,10202
152503,1885,8721,6305,3007,1875,823,2552
729830,120,196,282,27,12,16,3
5188,521,1224,1146,1191,479,772,659
55294,564,820,1100,2040,404,1332,397
102191832,9,16,26,46,5,35,6
54553,116,174,241,207,63,231,94
201799,305,248,3317,13841,167,316,284
201798,49,29,235,200,128,101,100
27236,1371,1564,3119,3746,1424,1413,1186
729870,2,26,66,28,0,19,15
85462,67,586,1149,523,24,536,110
23321,3052,4236,12487,17241,2029,3937,1420
84057,195,258,383,252,272,133,235
23240,536,508,554,523,251,269,247
5356,1961,2104,2597,3528,1708,1933,1492
79884,1160,1127,2791,3373,895,1723,867
102724776,25,24,47,64,13,33,27
2983,676,65,64,369,33,66,410
6999,43,3,30,40,13,29,5
1519,914,475,1231,1605,468,889,242
56034,3128,4101,6164,13613,1584,5233,567
2743,308,391,682,1198,362,497,105
2891,36,242,215,2188,669,1185,195
51313,5194,5693,1785,5430,185,4207,211
285505,572,608,169,570,21,426,30
55314,66,29,42,213,22,75,2
201725,771,675,1369,1100,569,520,482
2110,447,756,977,1479,551,379,459
5481,1224,989,1626,1204,867,788,870
57600,657,667,876,1722,372,790,607
9693,1527,1275,3245,2946,1031,1283,1041
92345,582,745,985,1822,745,868,374
4886,10,0,15,5359,34,3,14
55319,684,491,1119,2111,909,911,415
55016,100,40,80,802,41,82,271
152756,54,18,47,23,17,60,35
201931,842,492,1168,478,486,603,519
11275,1147,462,2305,1268,444,756,522
2713,22,13,17,30,22,11,56
6307,2778,8225,8411,17850,3531,4905,2777
1363,3525,137,509,7645,17,6330,257
55601,1300,449,1521,589,637,237,248
91351,1476,349,1081,758,181,564,581
23022,10582,15938,27312,9911,1361,2222,3184
84869,1421,2397,4244,2925,1076,1087,847
57630,932,2086,4368,2051,1138,1788,805
4750,984,1491,2043,2068,607,1033,563
1182,2753,5158,6951,9805,2551,6630,2723
54969,894,950,1384,1143,890,898,979
9848,417,2241,1038,499,567,1390,441
51166,342,274,462,222,159,325,347
101930370,62,76,124,57,52,21,75
51809,1816,2907,5183,2888,760,1371,973
3148,6479,3773,8769,6655,9464,3499,6790
105377540,44,30,84,263,32,36,101
8819,988,872,777,1318,655,730,1569
11341,742,3222,311,4645,49,2117,1803
9464,121,17,105,12,1,9,107
26269,480,615,643,893,417,386,442
80817,396,371,736,882,508,419,467
2823,1398,652,35306,20808,4214,19966,1449
116966,64,78,147,718,110,462,146
60559,2951,3210,6771,9136,2801,6870,2021
55247,330,321,911,309,382,205,298
175,320,373,786,838,274,479,436
55714,5598,28,11787,47,66,3746,414
1635,2074,3136,4200,2858,1692,2201,1531
80014,2365,2359,3157,3306,1211,1163,747
53842,21,21,96,81,38,28,6
55602,1537,520,1427,1005,832,624,623
3622,489,395,559,623,346,364,416
201965,913,745,1403,1184,658,805,727
60684,1378,1782,2092,2824,1346,1499,1028
56977,133,271,632,721,179,501,362
3660,954,1146,2633,2066,935,801,969
836,1430,2702,7026,7324,2379,1402,2878
201973,285,557,986,923,632,428,628
79682,1298,1632,2423,745,1876,1486,2995
2180,590,2178,4800,1864,684,623,678
291,319,2640,2963,2087,1341,1971,1796
57587,2014,3677,4951,5677,2294,3010,2984
83891,605,870,1013,1278,468,297,792
55805,86,107,147,296,89,143,128
353322,64,50,150,194,57,157,102
55325,963,771,1415,1709,695,1426,1508
441054,31,5,26,131,12,66,14
256309,44,6,13,13,9,9,48
27295,2735,386,333,728,218,254,2190
8470,2024,949,1972,11,266,833,2058
7098,388,137,265,62,81,74,126
25854,17,34,136,25,28,13,59
285440,101,559,767,727,779,406,832
2195,15188,55377,8993,30654,1676,17888,4668
2483,626,771,655,680,543,394,675
133957,525,1353,750,1166,561,755,739
6389,1358,5064,2342,4571,1787,1915,3636
10016,1682,3162,1422,2686,1390,1623,3028
57491,250,2078,796,224,199,133,792
11336,1134,3745,1441,2198,766,950,1519
6550,241,831,494,594,292,524,514
25845,147,389,269,354,161,272,296
55722,205,516,180,418,280,221,326
11076,49,782,13,142,62,46,501
653082,28,77,30,102,53,68,115
79844,19,24,12,76,62,66,44
65980,843,2172,868,2014,661,1061,1367
9319,1019,1993,1096,1673,931,797,2093
10723,102,1032,712,36,298,50,64
81037,2514,8626,2803,7099,1897,2841,4604
79888,907,4791,2303,11399,2649,3230,4387
728609,177,560,305,710,241,321,407
64979,509,1880,684,997,673,552,1663
4726,2219,7267,1716,2775,1710,2095,4643
79192,159,2,411,651,54,608,0
101929200,66,126,49,46,18,57,98
23379,1977,5412,2321,5260,3040,2608,4473
84246,985,1035,591,818,521,657,1569
54888,2116,3952,2007,3502,1546,2321,2890
6715,694,2048,2203,3923,772,3198,6104
11044,650,1294,663,2300,827,845,1147
108,23,296,10,96,22,1120,147
4552,804,1282,549,1566,825,994,1192
79072,330,444,297,567,373,313,536
100505738,369,258,472,556,322,513,530
9037,1928,6868,1079,1692,753,11394,3248
100505806,163,213,39,582,41,64,352
134145,386,943,961,701,338,567,874
22948,9360,18326,14293,11786,10405,8097,14818
134147,519,3634,1877,1600,955,2381,2004
101929977,59,124,114,98,48,81,264
10299,2522,6594,5909,8609,4676,4210,3427
651746,115,379,70,49,42,138,24
1611,7933,15017,8456,7308,6841,5199,7152
1501,168,4050,1792,7806,1851,7251,2305
1767,75,203,25,19,20,54,19
7204,4304,16903,10825,23212,3631,6781,5923
54491,24,103,8,24,75,15,274
90268,962,1643,1890,2079,880,815,1485
56172,1687,2912,4064,3398,1323,804,1524
23194,779,1090,1260,3788,303,1302,1611
90441,873,1824,1061,976,542,554,992
54463,53,2599,2072,2659,625,1011,1802
4651,5317,8193,5691,11667,3631,6616,7206
10409,1678,130,19,757,2,0,2813
728411,176,335,136,266,225,261,272
1004,610,3223,1222,3864,4153,5519,2683
29102,2071,4948,1953,4339,1537,2295,2153
55322,945,1516,934,1807,1053,861,1650
23037,859,462,3,595,36,129,466
64083,3081,4854,1664,4386,2052,2659,3969
54545,651,2690,980,1951,1790,944,1552
51663,4386,8861,6817,13776,5008,6960,7812
10923,7612,8708,7376,17995,5938,8959,12681
4883,410,76,5,62,1,26,279
6897,5408,7385,2685,7991,4919,3380,8674
81792,1066,3037,67,2435,1,11,573
23600,163,447,234,518,335,205,514
100534612,205,392,200,898,314,212,726
114899,244,98,63,1912,100,169,1175
26064,4261,5666,3596,1137,1846,3813,2230
101929704,25,21,13,11,16,18,14
5810,940,1999,942,1953,1208,976,1603
55299,1690,2147,927,1834,1824,1214,2805
134218,646,3352,1271,2461,1454,1136,2171
79925,37,49,40,10,16,6,24
3575,1041,2503,93,52,0,52,2
92255,599,1580,703,3205,889,1291,1322
6502,572,794,883,1296,1897,1011,866
133686,969,1520,3200,3674,5726,1049,1387
202151,194,156,81,154,539,76,17
6507,5716,16847,11993,98806,10566,15403,12796
646719,419,528,628,1010,624,912,515
25836,2475,4320,2260,6056,2536,2561,3780
65250,1150,2547,976,2952,1277,1504,1727
9631,1831,3713,1518,3151,2170,1815,2971
55100,961,1547,585,1260,734,734,1118
2668,150,58,20,15,50,27,30
3977,1529,1355,1061,5331,924,3000,4908
100506495,26,46,45,99,36,116,313
9180,13,18,12,18009,979,2526,900
253260,1540,859,626,1317,750,691,824
1601,5634,1067,372,529,2,147,31
5734,363,70,27,377,3,266,8
23548,444,741,399,986,704,480,694
5562,1750,2631,2064,4027,1548,1781,2178
6167,11214,13046,3298,7638,7446,5948,16614
84674,476,52,5,70,7,106,22
5019,1063,6167,3019,3762,1320,2255,4726
100874002,9,78,32,83,27,41,60
285636,1091,1926,939,2133,709,1128,1526
26272,757,1466,696,1628,747,773,1493
2690,18,29,598,41,5,29,142
100129792,3,193,23,760,221,305,99
6414,3,85,25,257,154,326,79
643977,10,114,119,192,38,138,181
648987,88,281,186,256,94,157,476
389289,5,135,86,180,128,152,182
153684,45,37,41,54,27,38,86
7690,1101,1451,850,1584,1197,1105,1311
167359,84,434,124,1167,20,437,343
3157,8321,14834,6872,38392,14656,13035,27611
64417,324,413,232,582,334,346,428
375444,253,249,182,298,263,171,371
10605,3618,5099,2273,4029,3069,3645,5609
23530,1593,5878,2168,8171,3824,3006,3752
2255,365,13,0,425,45,123,0
10884,1011,1709,1172,2134,1326,1186,2177
79668,973,465,146,1263,342,116,2401
3672,5212,402,97,35,6,104,113
53918,1079,995,670,1085,628,485,920
3673,2359,467,1265,1540,717,1130,2167
4338,2444,2577,1209,2666,1647,2371,3568
257396,87,88,52,87,37,110,173
10468,2384,269,14,20,92,677,278
4724,1533,2317,467,1433,1501,1135,3839
54622,808,543,83,368,483,583,630
112574,3105,4977,1914,2024,1411,2691,1458
493869,3136,1030,1513,1896,152,820,11
10309,25,76,50,44,22,22,11
54505,1674,5114,1871,3820,1326,2694,2768
23517,3070,5769,1930,5232,3360,2876,4216
8611,507,2073,424,1036,584,560,907
153129,297,471,153,353,189,217,303
133396,161,185,200,11,1,23,5
3572,8945,14914,6287,23504,4157,13443,9230
79722,10,12,20,13,0,23,21
4214,545,1199,1194,557,1811,1750,1757
133383,209,540,288,286,283,428,1005
166968,601,1038,963,1476,1120,1144,1239
65056,3033,4297,2487,5804,3763,3072,5100
10769,5577,4972,2627,978,2473,2041,544
5144,783,950,2780,3946,289,415,393
55789,473,761,739,1215,731,592,1325
79993,127,31,83,28,21,29,5
1161,559,1028,254,855,468,444,1150
91942,862,1172,289,612,611,360,1466
643155,2127,2709,1630,3989,1693,1803,2615
57688,968,2219,935,1804,1232,1173,2254
3796,2253,4124,1843,4191,3023,2784,4037
27292,1431,2359,1253,2429,1739,1443,1799
51194,934,1858,729,1515,808,928,1642
101180901,220,440,185,402,234,244,378
285671,45,3227,3315,2790,250,6681,396
401190,20,10,3,0,0,42,24
285672,989,1313,2034,1977,1197,992,1168
10283,1582,2317,1533,1945,1149,1115,2547
11174,274,418,280,131,151,93,419
64105,837,1236,1235,1081,816,546,2184
23398,938,1110,929,1115,601,515,811
373,638,779,1049,1775,868,820,882
80006,967,1186,1002,1493,1210,916,2069
112441434,136,146,139,91,125,82,185
54557,688,1425,857,1772,516,1176,1318
57486,1673,5115,2545,4769,1244,3302,3411
55914,5450,8284,6985,10219,4960,6619,5751
140890,1817,2676,2835,5484,2069,2596,1901
375449,629,1749,1070,2232,211,793,307
5295,1361,1312,1305,1752,952,3297,2675
64924,2022,2851,2324,4415,1798,1477,2267
891,3778,5440,5328,5070,3618,2623,8838
64946,1062,1301,934,1226,1594,877,2775
92259,658,895,631,1010,926,423,1777
1022,856,1025,734,996,483,440,974
202243,383,431,483,1073,361,369,721
102157402,1336,1366,919,1125,1195,814,2140
6880,1840,4018,2021,2182,1195,1046,2614
5884,1228,1857,1709,2207,1472,1199,2015
100506658,228,310,145,78,26,64,37
728340,570,926,659,1067,621,584,891
653188,41,50,51,74,43,120,68
728492,626,856,485,540,409,616,1122
6607,1747,1863,1509,1886,1594,1092,1463
8293,603,830,477,525,403,601,1111
6606,1833,1906,1533,1938,1634,1164,1499
4671,88,246,267,312,161,337,125
2966,702,1223,824,1338,755,752,1073
55814,1840,2665,2388,3901,2171,2057,2399
64087,1433,4135,3536,4068,1784,2249,1821
4131,42022,58448,33068,41879,14592,27646,31820
23107,1715,4609,3160,4422,1788,1985,2237
79810,504,920,1216,1196,487,580,731
3842,5236,8981,20378,20962,9933,10362,9328
115548,619,650,765,1326,420,328,558
340090,0,28,28,37,10,25,19
2297,2447,1933,3036,1284,344,1108,895
689,9665,16830,9921,11110,7555,5990,11813
57763,379,527,451,921,391,370,541
84135,819,1291,813,946,689,745,1174
64283,701,486,1337,1279,88,34,582
8507,5088,27091,23929,25177,1609,37709,11105
3074,3492,4681,3181,5686,1826,3113,3365
84340,1150,2126,2290,1599,1333,1009,2018
10412,3712,5383,2091,1561,1803,1489,5684
26049,400,485,1003,171,476,510,452
51301,0,19,82,96,3,24,3
3156,3932,9793,7161,15150,5483,5256,5285
10087,921,2170,3940,2838,1213,1427,2257
51426,1081,1751,1779,2140,1049,1051,1656
134359,416,315,455,460,438,264,834
10788,239,639,1226,2948,1309,2066,170
2151,4405,26,36,197,11,8,8
2149,10293,6940,4238,4667,2083,5071,2598
2150,2087,742,3730,1455,539,209,708
55109,1772,3230,3043,3712,1804,2584,3092
84327,549,847,621,1126,252,885,769
728723,30,15,42,21,14,38,25
8622,83,130,258,2679,891,355,198
55255,2166,3115,3556,4885,1908,2702,2986
23440,5,42,15,5018,4,932,11
6902,3067,5853,4077,11514,5777,4402,8511
8546,2808,4795,2922,6738,1939,2559,3362
728769,162,232,280,274,197,261,406
9522,1226,2803,2650,5401,2334,1850,1806
10184,1097,3998,2287,2848,687,2721,1597
411,942,2799,1727,1705,593,1384,1438
133746,479,1001,1277,1226,623,573,323
9456,829,1034,1185,1962,6972,1372,2759
167153,875,1523,1523,2970,1285,1081,1045
202333,16,95,72,1108,63,31,94
345778,874,1199,1863,3406,1985,1889,1458
7060,141,104,69,682,1087,260,360
101929215,13,7,10,32,43,19,14
256987,3170,3084,5772,2416,1972,607,1054
9765,2294,2046,1914,4074,1830,1767,2453
167555,52,100,62,99,36,61,63
1719,3638,6278,3754,4725,3156,3557,8179
4437,924,1701,1353,1288,854,1054,1010
5924,712,30,19,60,23,64,30
1160,316,189,118,129,47,345,128
100131067,146,304,187,284,139,126,221
84240,800,944,890,823,652,598,773
134526,18,102,36,61,8,32,59
23635,760,4095,1498,4013,3609,3033,2601
83734,190,574,344,561,228,275,943
6228,12576,24379,9371,7954,8101,8089,14894
